Product,Regular price,Sale price,Category_1,Category_2,Category_3,Category_4,Category_5,Category_6,Energy (kcal),Carbohydrates,Sugars,Added sugars,Fats,Saturated fats,Unsaturated fats,Protein,Fiber,Salt
Mora Mega mix,6.89,NA,Diepvries,Diepvries hapjes,NA,NA,NA,NA,197,26,1.7,NA,7.3,3.1,NA,5.7,1.8,1.5
Topking Kaastengels oven & airfryer oude kaas,4.89,NA,Diepvries,Diepvries snacks,Ovensnacks,Kaashapjes (oven),NA,NA,299,27,0.6,NA,16,6.5,NA,11,NA,2.3
Leev Organic caramel lentil cakes,2.29,NA,Bakkerij,Zoete snacks,Cake (vers),NA,NA,NA,368,64.8,19.1,NA,0.8,0.2,NA,22,4.3,0.6
Leev Organic low carb crackers multiseeds,2.89,NA,"Chips, noten, toast, popcorn",Zoutjes,Zoutjes-crackers,NA,NA,NA,556,8.3,1.3,NA,38.8,3.7,NA,35.2,16.2,0.8
BioToday Pindakaas chili,4.09,NA,Ontbijtgranen en beleg,Hartig broodbeleg,Vegetarische pindakaas,NA,NA,NA,591,7.7,4.7,NA,49,11,NA,26,8.5,0.43
Smaakt Tagliatelle 0% koolhydraten,2.59,NA,"Pasta, rijst en wereldkeuken","Pasta, rijst, noedels",Pasta,"Tagliatelle, pappardelle",Tagliatelle,NA,9,0,0,NA,0,0,NA,0.2,4,0
Zonnatura Kamille & lavendel droom zacht,2.59,NA,"Koffie, thee",Thee,Kruidenthee,Kruidenthee eenkops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zonnatura Rooibos & kaneel droom zacht,2.59,NA,"Koffie, thee",Thee,Rooibosthee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Venco Dropmix zout voordeel,3.49,NA,"Snoep, chocolade, koek",Snoep,Zachte snoep,Zoute drop (zacht),NA,NA,333,76,47,NA,0.2,0.2,NA,6.9,NA,0.19
Venco Droptoppers krakend en zacht XL,3.59,NA,"Snoep, chocolade, koek",Snoep,Zachte snoep,Zoete drop (zacht),NA,NA,343,84,64,NA,0,0,NA,2.2,NA,0.36
Red Band Tumtum,2.59,NA,"Snoep, chocolade, koek",Snoep,Zachte snoep,Winegums,NA,NA,339,81,64,NA,0,0,NA,3.6,NA,0
Sportlife Big gums mango orange,4.99,2.99,"Snoep, chocolade, koek",Kauwgom,Kauwgom in pot,Pot (fruit),NA,NA,175,69,0,NA,0.8,0.6,NA,0,NA,0.13
Sportlife Big gums cherry coconut,4.99,2.99,"Snoep, chocolade, koek",Kauwgom,Kauwgom in pot,Pot (fruit),NA,NA,179,70,0,NA,0.7,0.5,NA,0,NA,0.14
Vitakruid Magnesium 150 bisglycinaat tabletten,29.89,NA,Gezondheid,Vitamines & supplementen,Supplementen,"Spieren, botten en gewrichten supplementen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vitakruid Femme tabletten,34.89,NA,Gezondheid,Vitamines & supplementen,Supplementen,Overgang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homed-IQ SOA test voor mannen,48.99,NA,Gezondheid,Intimiteit,SOA test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homed-IQ SOA test voor vrouwen,48.99,NA,Gezondheid,Intimiteit,SOA test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homed-IQ Vitamine D-test,34.99,NA,Gezondheid,Zelfzorg,"Zelftesten, mondkapjes",Zelftesten,Diabetes test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homed-IQ Diabetes test,34.99,NA,Gezondheid,Zelfzorg,"Zelftesten, mondkapjes",Zelftesten,Diabetes test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atrix Intensief beschermende crème,5.09,NA,Drogisterij,Lichaamsverzorging,Huidverzorging,Bodycreme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kneipp Body & mind balance douche foam,9.99,NA,Drogisterij,Lichaamsverzorging,Bad en douche,Doucheschuim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kneipp Body & mind balance douchegel,6.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etos Uiercréme,2.49,NA,Drogisterij,Lichaamsverzorging,Huidverzorging,Bodycreme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etos Body wash bar,4.99,NA,Drogisterij,Lichaamsverzorging,Bad en douche,Body bars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etos Body scrub bar,4.99,NA,Drogisterij,Lichaamsverzorging,Bad en douche,Bodyscrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lucovitaal Pre & probiotica sachets,13.99,NA,Gezondheid,Zelfzorg,Weerstand en energie supplementen,Weerstand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Koopmans Graan van hier patentbloem,1.99,NA,"Pasta, rijst en wereldkeuken",Bakbenodigdheden,"Basismeel, bloem",Tarwebloem,NA,NA,337,71,1,NA,1,0.1,NA,10,2,0
Koopmans Graan van hier tarwebloem,2.09,NA,"Pasta, rijst en wereldkeuken",Bakbenodigdheden,"Basismeel, bloem",Tarwebloem,NA,NA,337,71,1,NA,1,0.1,NA,10,2,0
Koopmans Graan van hier volkorenmeel,2.19,NA,"Pasta, rijst en wereldkeuken",Bakbenodigdheden,"Basismeel, bloem",Tarwebloem,NA,NA,324,62,1,NA,2,0.3,NA,11,9,0
Ella's kitchen Bananas + apples 4m+,1.89,NA,Baby en kind,Babyvoeding,Fruithapjes (baby en kind),Fruit knijpzakjes (baby en kind),Fruit knijphapjes vanaf 4 maanden,NA,76,17,16,NA,0,0,NA,0.7,1.5,0.02
Ella's kitchen Peaches + bananas 4m+,1.89,NA,Baby en kind,Babyvoeding,Fruithapjes (baby en kind),Fruit knijpzakjes (baby en kind),Fruit knijphapjes vanaf 4 maanden,NA,63,14,13,NA,0,0,NA,0.9,1.3,0.03
Olvarit Erwten knabbels 15m+,1.29,NA,Baby en kind,Babyvoeding,Tussendoortjes (baby en kind),Snacks (baby en kind),Vanaf 12 maanden,NA,370,65,4.1,NA,2,0.5,NA,20,5.9,0.01
Olvarit Kikkererwt knabbels 12m+,1.29,NA,Baby en kind,Babyvoeding,Tussendoortjes (baby en kind),Snacks (baby en kind),Vanaf 12 maanden,NA,368,63,5.3,NA,3.5,0.4,NA,15,12,0.01
Olvarit Groente knabbels 3 jaar+,1.79,NA,Baby en kind,Babyvoeding,Tussendoortjes (baby en kind),Snacks (baby en kind),Vanaf 12 maanden,NA,327,67,2.3,NA,1.1,0.2,NA,8.5,7.3,0.2
Organix Kids crispy red apple chips,1.29,NA,Baby en kind,Babyvoeding,Tussendoortjes (baby en kind),Snacks (baby en kind),Vanaf 12 maanden,NA,342,76,74,NA,0,0,NA,2.1,14,0.05
Organix Kids llama puffs pizza,3.19,NA,Baby en kind,Babyvoeding,Tussendoortjes (baby en kind),Snacks (baby en kind),Vanaf 12 maanden,NA,440,63,4.6,NA,15,2.3,NA,12,6.2,0.12
Organix Veggielicious banana blueberry pear 12m+,1.59,NA,Baby en kind,Babyvoeding,Fruithapjes (baby en kind),Fruit knijpzakjes (baby en kind),Fruit knijphapjes vanaf 12 maanden,NA,71,15,8.9,NA,0.2,0,NA,0.7,2.8,0.04
Organix Veggielicious mango apricot carrot 12m+,1.59,NA,Baby en kind,Babyvoeding,Fruithapjes (baby en kind),Fruit knijpzakjes (baby en kind),Fruit knijphapjes vanaf 12 maanden,NA,54,11,9.1,NA,0.3,0,NA,0.8,2.2,0.04
Little steps 1 zuigelingenmelk 0-6m,13.49,NA,Baby en kind,Babyvoeding,Flesvoeding,0-6 maanden (zuigelingenvoeding),NA,NA,67,8.3,8.3,NA,3.2,0.3,NA,1.3,NA,NA
Little steps 2 opvolgmelk 6m+,13.49,NA,Baby en kind,Babyvoeding,Flesvoeding,Vanaf 6 maanden (opvolgmelk),NA,NA,67,8.3,5.3,NA,3.22,0.3,NA,1.3,NA,NA
Little steps  3 dreumesmelk 12m+,13.49,NA,Baby en kind,Babyvoeding,Flesvoeding,Vanaf 12 maanden (dreumesmelk),NA,NA,67,8.8,5.7,NA,3,0.26,NA,1.3,NA,0.06
Nestlé Baby reepje bosbes smaak 12m+,0.89,NA,Baby en kind,Babyvoeding,Tussendoortjes (baby en kind),Snacks (baby en kind),Vanaf 12 maanden,NA,384,68,34,NA,9.5,0.7,NA,5,3,0.08
Wahid Kipgrillworst,2.59,NA,"Vlees, vis",Kip,Halal kip,NA,NA,NA,155,3.5,0.6,NA,9.9,3.5,NA,12.3,NA,2.4
Silifke Ayran yoghurtdrank kers,0.99,NA,"Zuivel, eieren, boter",Halal zuivel,NA,NA,NA,NA,54,11.7,11.7,NA,0,0,NA,1.7,NA,0
Alter Eco Hazelnut vegan m!lk-like,3.79,NA,"Snoep, chocolade, koek",Chocolade,Repen en tabletten,Melkchocolade repen,Melkchocolade met noten,NA,597,45,38,NA,43,19,NA,5.3,4.2,0.01
Zonnatura Lijnzaadolie,4.49,NA,"Pasta, rijst en wereldkeuken",Olie en frituurvet,Olie voor koud gebruik,Lijnzaadolie,NA,NA,900,0,0,NA,100,11,NA,0,0,0
BioToday Pindakaas hazelnoot-cacao,4.09,NA,Ontbijtgranen en beleg,Hartig broodbeleg,Vegetarische pindakaas,NA,NA,NA,594,12,7.3,NA,50,9.7,NA,21,8.9,0.03
BioToday Doppinda's,3.99,NA,"Chips, noten, toast, popcorn",Noten,Pinda's,NA,NA,NA,609,7.2,4.1,NA,50,6.6,NA,27,12,0.1
Zonnatura Soja drink,2.39,NA,"Vegetarisch, vegan en plantaardig",Plantaardige zuivel alternatieven,Plantaardige drinks,Sojadrink,NA,NA,43,0.7,0,NA,2.6,0.6,NA,3.9,0.5,0.03
Vicks Ademvrij eucalyptus,1.89,NA,"Snoep, chocolade, koek","Pepermunt, keelpastilles",Keelpastilles,NA,NA,NA,233,97,0,NA,0,0,NA,0,NA,0
Jules Destrooper Natuurboterwafels gezouten karamel,2.49,NA,"Snoep, chocolade, koek",Koek,"Stroopwafel, stroopkoek, wafels",Wafels,NA,NA,489,74,45,NA,19,13,NA,5.5,NA,0.63
Chocomel Vol,1.79,NA,"Zuivel, eieren, boter",Chocolademelk,Chocolademelk (pakken),NA,NA,NA,86,12,12,NA,2.7,1.8,NA,3.2,NA,0.13
Melkunie Protein chocolade melkdrank,3.75,NA,"Zuivel, eieren, boter",Melk,Houdbare melk,Magere houdbare melk,NA,NA,51,4.9,4.7,NA,0.9,0.6,NA,5.7,NA,0.17
Melkunie Protein vanille melkdrank,3.75,NA,"Zuivel, eieren, boter",Melk,Houdbare melk,Magere houdbare melk,NA,NA,51,4.9,4.7,NA,0.9,0.6,NA,5.7,NA,0.18
AH IJskoffie cappuccino,1.69,NA,"Zuivel, eieren, boter",Zuivel tussendoortjes (voor thuis en onderweg),IJskoffie,NA,NA,NA,47,7.6,7.6,NA,0.7,0.5,0.2,2.6,0,0.18
AH IJskoffie macchiato karamelsmaak,1.69,NA,"Zuivel, eieren, boter",Zuivel tussendoortjes (voor thuis en onderweg),IJskoffie,NA,NA,NA,49,8,8,NA,0.7,0.5,0.2,2.6,0,0.18
AH IJskoffie skinny latte,1.69,NA,"Zuivel, eieren, boter",Zuivel tussendoortjes (voor thuis en onderweg),IJskoffie,NA,NA,NA,32,3.6,3.6,NA,0.8,0.5,0.3,2.6,0,0.18
Avent Fopspeen ultra air 6mnd+,8.79,NA,Baby en kind,Baby en kind accessoires,Fopspenen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frisia Diamond mallows cream vanilla,3.49,NA,"Snoep, chocolade, koek",Snoep,Spekken,NA,NA,NA,445,64,58,NA,18,11,NA,6,NA,0.13
AH maxi theelichten 8 uurs,2.89,NA,"Koken, tafelen, vrije tijd","Wonen, slapen",Kaarsen,Theelichten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AH Excellent Chocolade bombe,5.99,NA,"Chips, noten, toast, popcorn",Kerstchocolade,NA,NA,NA,NA,551,53,52,NA,34,20,13,7.3,2.1,0.23
Vitakruid Slaapcomplex tabletten,39.89,NA,Gezondheid,Vitamines & supplementen,Supplementen,"Slaap, rust en ontspanning",Nachtrust,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red Bull Energy drink suikervrij 2-pack,19.78,16.81,"Frisdrank, sappen, siropen, water","Energy drink, sportdrank",Energy drinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red Bull Energy drink 3-pack,29.67,25.22,"Frisdrank, sappen, siropen, water","Energy drink, sportdrank",Energy drinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hak Mexicanez nacho's maaltijdpakket,9.16,NA,"Soepen, sauzen, kruiden, olie",Conserven,Groenteconserven,"Bonen, peulvruchten (conserven)",Bonenschotel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mucho Mas Gold,9.29,NA,Wijn en bubbels,Rode wijn,Stevige rode wijn,Overige rode wijn (Stevig),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red Bull Energy drink peer-kaneel,1.59,NA,"Frisdrank, sappen, siropen, water","Energy drink, sportdrank",Energy drinks,NA,NA,NA,45,11,11,NA,0,0,NA,0,NA,0.1
Grand' Italia Fusilli half volkoren,1.99,NA,"Pasta, rijst en wereldkeuken","Pasta, rijst, noedels",Pasta,"Fusilli, casareccia",NA,NA,350,67,2.7,NA,2,0.4,NA,13,5.8,0
Grand' Italia Spaghetti half volkoren,1.99,NA,"Pasta, rijst en wereldkeuken","Pasta, rijst, noedels",Pasta,"Spaghetti, linguine",Spaghetti,NA,350,67,2.7,NA,2,0.4,NA,13,5.8,0
Absolut Raspberry lemonade,2.49,NA,Bier en aperitieven,Wodka,Wodka met smaak,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beautiful Immunity Kefir naturel,1.99,NA,"Zuivel, eieren, boter",Melk,Kefir,NA,NA,NA,46,5.2,4.1,NA,1.5,0.9,NA,3.3,NA,0.1
Beautiful Immunity Kefir bosvruchten,1.99,NA,"Zuivel, eieren, boter",Melk,Kefir,NA,NA,NA,56,8.4,7.4,NA,1.3,0.8,NA,3.3,NA,0.09
Ariel Vloeibaar+ black wasmiddel,19.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ariel Vloeibaar+ active wasmiddel,21.99,NA,Huishouden,"Wasmiddelen, wasverzachters",Wasmiddel,Vloeibaar wasmiddel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ariel All in one pods color wascapsules,39.99,NA,Huishouden,"Wasmiddelen, wasverzachters",Wasmiddel,Waspods,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
